index,codeCVM,issuingCompany,companyName,tradingName,cnpj,marketIndicator,typeBDR,dateListing,status,segment,segmentEng,type,market
453,901975,CMFI,CAMPO FORMOSO II ENERGIAS RENOVAVEIS S.A,CAMPOII,17613629000100,1,,31/12/9999,A,Não Classificados,Not Classified,7,
454,910281,CLGP,CAMPO LARGO PARTICIPAÇÕES S/A,CAMPO LARGO,16990436000105,99,,31/12/9999,A,Não Classificados,Not Classified,7,
455,902239,CPVV,CAMPOS DOS VENTOS V ENERGIAS RENOVAVEIS S.A.,CAMPOSVENTOS,10797888000199,1,,31/12/9999,A,Não Classificados,Not Classified,7,
456,902031,CNEN,CAMPOS NOVOS ENERGIA S/A,CAMPOSNOVOS,3356967000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
457,902015,CNBE,CANABRAVA ENERGETICA S/A,CANABRAVA,11235729000163,1,,31/12/9999,A,Não Classificados,Not Classified,7,
458,917647,CASC,CANAL COMPANHIA DE SECURITIZACAO,CANAL SEC,41811375000119,99,,31/12/9999,A,Não Classificados,Not Classified,7,
459,913384,CGCE,CANTA GERACAO E COMERCIO DE ENERGIA SPE S/A,CANTAGERACAO,34714322000114,1,,31/12/9999,A,Não Classificados,Not Classified,7,
460,902460,CTRR,CANTAREIRA TRANSMISSORA DE ENERGIA S/A,CANTAREIRA,20732109000120,1,,31/12/9999,A,Não Classificados,Not Classified,7,
461,917553,IGRS,CAPE IGARASSU IND. COM. DE PRODUTOS QUIMICOS LTDA,CAPEIGARASSU,30653585000100,99,,31/12/9999,A,Não Classificados,Not Classified,7,
462,902304,CRNI,CAPRICORNIO S.A.,CAPRICORNIO,60745411000138,1,,31/12/9999,A,Não Classificados,Not Classified,7,
463,911156,CDAI,CARANDAÍ PARTICIPAÇÕES S.A.,CARANDAIPART,31435086000109,99,,31/12/9999,A,Não Classificados,Not Classified,7,
464,900062,CRNG,CARANGOLA PARTICIPAÇÕES EM ENERGIA S.A.,CARANGOLAPA,50839551000111,99,,31/12/9999,A,Não Classificados,Not Classified,7,
465,915215,CRHF,Carbon Holding Financeira S.A.,CARBON HOLD,29267972000129,1,,31/12/9999,A,Não Classificados,Not Classified,7,
466,911396,CRBP,CARBONO PARTICIPACOES SOCIETARIAS S.A.,CARBONO PART,31481107000122,99,,31/12/9999,A,Não Classificados,Not Classified,7,
467,902387,CTGO,CARTA GOIAS INDUSTRIA E COMERCIO DE PAPEIS S.A.,CARTAGOIAS,3752385000131,1,,31/12/9999,A,Não Classificados,Not Classified,7,
468,902338,CRUN,CARUANA S/A PARTICIPACOES E EMPREENDIMENTOS,CARUANAPART,7882656000124,1,,31/12/9999,A,Não Classificados,Not Classified,7,
469,901496,CARU,CARUANA S/A SOCIEDADE DE CREDITO FINANCIAMENTO E I,CARUANACFI,9313766000109,1,,31/12/9999,A,Não Classificados,Not Classified,7,
470,904268,HOSK,CARVALHO HOSKEN S/A ENGENHARIA E CONSTRUCOES,CARVALHOHOSK,33342023000133,1,,31/12/9999,A,Não Classificados,Not Classified,7,
471,902486,CVRJ,CASA E VIDEO BRASIL S/A,CASAEVIDEO,11114284000163,99,,31/12/9999,A,Não Classificados,Not Classified,7,
472,917539,CMSF,CASHME SOLUCOES FINANCEIRAS S.A.,CASHME,34175529000168,99,,31/12/9999,A,Não Classificados,Not Classified,7,
473,917501,CSTR,CASTERTECH FUNDIÇÃO E TECNOLOGIA LTDA,CASTERTECH,8304706000159,99,,31/12/9999,A,Não Classificados,Not Classified,7,
474,902478,CVAN,CAVAN ROCBRA INDUSTRIA E COMERCIO DE PRE MOLDADOS,CAVANROCBRA,12411822000144,1,,31/12/9999,A,Não Classificados,Not Classified,7,
475,916429,CBCF,CB COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIRO,CB CIA SEC,43688224000140,99,,06/01/2022,A,Não Classificados,Not Classified,7,
476,915603,CBOS,CBO SERVICOS MARITIMOS LTDA,CBOSERVMARIT,8795463000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
477,917530,CBVV,CBV - CENTRO BRASILEIRO DA VISÃO S.A.,CBV - CENTRO,6160688000153,99,,31/12/9999,A,Não Classificados,Not Classified,7,
478,901561,CCAB,CCAB AGRO S.A.,CCAB,8938255000101,1,,31/12/9999,A,Não Classificados,Not Classified,7,
479,907840,SLFN,CCB BRASIL S/A CREDITO FINANCIAMENTOS E INVESTIMEN,CCBBRASILCFI,92764489000196,1,,31/12/9999,A,Não Classificados,Not Classified,7,
480,18821,CCRO,CCR S.A.,CCR SA,2846056000197,18,,30/01/2002,A,Exploração de Rodovias,Toll Roads and Highways,1,NM
481,917552,CDFS,CDF ASSISTENCIA E SUPORTE DIGITAL S.A.,CDF ASSISTEN,8769874000110,99,,31/12/9999,A,Não Classificados,Not Classified,7,
482,901678,CEAD,CEA II CENTRAIS EOLICAS ASSURUA II SPE S/A,CEAII,24274124000123,1,,31/12/9999,A,Não Classificados,Not Classified,7,
483,915488,CEIV,CEA IV - CENTRAIS EOLICAS ASSURUA IV SPE S.A.,CEAIVCENTRAI,38249067000137,1,,31/12/9999,A,Não Classificados,Not Classified,7,
484,24848,CEAB,CEA MODAS S.A.,CEA MODAS,45242914000105,18,,24/10/2019,A,Tecidos. Vestuário e Calçados,Apparel. Fabric and Footwear,1,NM
485,917684,CEBS,CEABS SERVIÇOS S.A. ,CEABS,14117458000130,99,,31/12/9999,A,Não Classificados,Not Classified,7,
486,917537,CDAR,CEDAR LOCACOES E INVESTIMENTOS S.A.,CEDARLOCACO,46371315000146,99,,31/12/9999,A,Não Classificados,Not Classified,7,
487,914192,CLEX,CELEO REDES EXPANSÕES S.A.,CELEO REDES,32063222000140,1,,31/12/9999,A,Não Classificados,Not Classified,7,
488,24597,CLOR,CELEO REDES TRANSMISSAO DE ENERGIA S/A,CELEO,31001230000107,8,,01/03/2023,A,Não Classificado,E,1,
489,914317,CLCD,CELESC DISTRIBUICAO S.A.,CELESC DISTR,8336783000190,1,,31/12/9999,A,Não Classificados,Not Classified,7,
490,913673,CLGR,CELESC GERACAO AS,CELESC GERAC,8336804000178,1,,31/12/9999,A,Não Classificados,Not Classified,7,
491,901769,CESE,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A.,CELSESERGIPE,23758522000152,1,,31/12/9999,A,Não Classificados,Not Classified,7,
492,13854,MAPT,CEMEPE INVESTIMENTOS S.A.,CEMEPE,93828986000173,1,,28/06/1991,A,Outros,Others,1,
493,901967,CMCB,CEMIG CAPIM BRANCO ENERGIA S.A.,CAPIMBRANCO,4432851000164,1,,31/12/9999,A,Não Classificados,Not Classified,7,
494,20303,CMGD,CEMIG DISTRIBUICAO S.A.,CEMIG DIST,6981180000116,1,,25/09/2006,A,Energia Elétrica,Electric Utilities,1,
495,20320,CMGT,CEMIG GERACAO E TRANSMISSAO S.A.,CEMIG GT,6981176000158,1,,15/03/2007,A,Energia Elétrica,Electric Utilities,1,
496,26530,CENB,CENCOSUD BRASIL COMERCIAL S.A.,CENCOSUD BR,39346861035038,8,,01/03/2023,A,Não Classificados,Not Classified,1,
497,2437,ELET,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ELETROBRAS,1180000126,16,,07/09/1971,A,Energia Elétrica,Electric Utilities,1,N1
498,2461,CLSC,CENTRAIS ELET DE SANTA CATARINA S.A.,CELESC,83878892000155,17,,26/03/1973,A,Energia Elétrica,Electric Utilities,1,N2
499,903377,EPSA,CENTRAIS ELETRICAS DA PARAIBA S/A - EPASA,EPASA,10366780000141,1,,31/12/9999,A,Não Classificados,Not Classified,7,
500,901736,CEPR,CENTRAIS ELETRICAS DE PERNAMBUCO S.A - EPESA,EPESA,6212748000134,1,,31/12/9999,A,Não Classificados,Not Classified,7,
501,913509,ELTN,CENTRAIS ELETRICAS NORTE BRASIL S.A. ELETRONORTE,ELETRONORTE,357038000116,1,,31/12/9999,A,Não Classificados,Not Classified,7,
502,908236,SSRU,CENTRAIS EOLICAS ASSURUA I SPE S.A.,ASSURUAISPE,23778492000146,1,,31/12/9999,A,Não Classificados,Not Classified,7,
503,901710,CEOL,CENTRAIS EOLICAS DE CAETITE PARTICIPACOES S/A,CAETITEPART,9341337000137,1,,31/12/9999,A,Não Classificados,Not Classified,7,
504,917622,CCGR,CENTRAL CAPITAL GESTAO DE RECURSOS S.A.,CENTRALCAPIT,46791648000124,99,,31/12/9999,A,Não Classificados,Not Classified,7,
505,902734,EANG,CENTRAL EOLICA ANGICAL S.A.,ANGICAL,14570783000153,1,,31/12/9999,A,Não Classificados,Not Classified,7,
506,902809,EBFU,CENTRAL EOLICA BAIXA DO FEIJAO I S.A.,EOLICAFEIJAO,14496492000162,1,,31/12/9999,A,Não Classificados,Not Classified,7,
507,902775,EBFD,CENTRAL EOLICA BAIXA DO FEIJAO II S/A,EOLICAFEIJAO,14496545000145,1,,31/12/9999,A,Não Classificados,Not Classified,7,
508,902791,EBFT,CENTRAL EOLICA BAIXA DO FEIJAO III  S.A,EOLICAFEIJAO,14496290000110,1,,31/12/9999,A,Não Classificados,Not Classified,7,
509,902783,EBFQ,CENTRAL EOLICA BAIXA DO FEIJAO IV  S.A,EOLICAFEIJAO,14496317000175,1,,31/12/9999,A,Não Classificados,Not Classified,7,
510,902924,ECTT,CENTRAL EOLICA CAITITU S.A.,CAITITU,14570861000110,1,,31/12/9999,A,Não Classificados,Not Classified,7,
511,902874,ECOQ,CENTRAL EOLICA COQUEIRINHO S.A.,COQUEIRINHO,14570819000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
512,902908,ECRP,CENTRAL EOLICA CORRUPIAO S.A.,CORRUPIAO,14570800000152,1,,31/12/9999,A,Não Classificados,Not Classified,7,
513,903062,EINH,CENTRAL EOLICA INHAMBU S.A.,INHAMBU,14572367000194,1,,31/12/9999,A,Não Classificados,Not Classified,7,
514,903351,EOSP,CENTRAL EOLICA SANTO ANTONIO DE PADUA S/A,STOANTONIOPA,9601233000114,1,,31/12/9999,A,Não Classificados,Not Classified,7,
515,903336,EOSC,CENTRAL EOLICA SAO CRISTOVAO S.A.,SAOCRISTOVAO,10272500000136,1,,31/12/9999,A,Não Classificados,Not Classified,7,
516,903344,EOSJ,CENTRAL EOLICA SAO JORGE S.A.,SAOJORGE,9571485000148,1,,31/12/9999,A,Não Classificados,Not Classified,7,
517,903526,ETMD,CENTRAL EOLICA TAMANDUA MIRIM S/A,EOLICATAMAND,14571068000135,1,,31/12/9999,A,Não Classificados,Not Classified,7,
518,908467,TEIU,CENTRAL EOLICA TEIU S.A.,EOLICATEIU,14570839000170,1,,31/12/9999,A,Não Classificados,Not Classified,7,
519,913053,CETS,CENTRAL EÓLICA TERRA SANTA SPE I S.A.,E TERRASANTA,24895239000135,1,,31/12/9999,A,Não Classificados,Not Classified,7,
520,913079,CEII,CENTRAL EÓLICA TERRA SANTA SPE II S.A.,TERRASANTAII,24894829000143,99,,31/12/9999,A,Não Classificados,Not Classified,7,
521,912121,FTSP,CENTRAL FOTOVOLTAICA SAO PEDRO II S/A,FOTOVOLT S P,24068977000109,99,,31/12/9999,A,Não Classificados,Not Classified,7,
522,912139,SPIV,CENTRAL FOTOVOLTAICA SAO PEDRO IV S/A,FOTOVOLTSPIV,24069089000100,99,,31/12/9999,A,Não Classificados,Not Classified,7,
523,902866,ECOL,CENTRAL GERADORA EOLICA COLONIA S.A.,COLONIA,11476958000170,1,,31/12/9999,A,Não Classificados,Not Classified,7,
524,903047,EICA,CENTRAL GERADORA EOLICA ICARAI I S.A.,ICARAII,11476987000131,1,,31/12/9999,A,Não Classificados,Not Classified,7,
525,903054,EICD,CENTRAL GERADORA EOLICA ICARAI II S.A.,ICARAIII,11477001000148,1,,31/12/9999,A,Não Classificados,Not Classified,7,
526,902718,EAGU,CENTRAL GERADORA EOLICA TAIBA AGUIA S.A.,TAIBAAGUIA,11477009000104,1,,31/12/9999,A,Não Classificados,Not Classified,7,
527,902726,EAND,CENTRAL GERADORA EOLICA TAIBA ANDORINHA S.A.,EOLICATAIBA,11477020000174,1,,31/12/9999,A,Não Classificados,Not Classified,7,
528,904227,HITC,CENTRAL HIDRELETRICA PALMEIRAS DO TOCANTINS S.A.,CHPALTOCANTI,23485534000150,1,,31/12/9999,A,Não Classificados,Not Classified,7,
529,908343,SUCU,CENTRAL HIDRELETRICA SUCURI S.A.,CHSUCURI,23509244000108,1,,31/12/9999,A,Não Classificados,Not Classified,7,
530,916304,CPOG,CENTRO PAULISTA DE ONCOLOGIA S.A,CENTROPAULIS,52164662000109,99,,22/12/2021,A,Não Classificados,Not Classified,7,
531,901728,CEOS,CEOS ADMINISTRADORA DE BENS S.A.,CEOSADM,23698040000154,1,,31/12/9999,A,Não Classificados,Not Classified,7,
532,901629,CDER,CER - COMPANHIA DE ENERGIAS RENOVAVEIS,CERENERGIAS,15721727000135,1,,31/12/9999,A,Não Classificados,Not Classified,7,
533,901744,CERN,CERAN - COMPANHIA ENERGETICA RIO DAS  ANTAS,CERAN,4237975000199,1,,31/12/9999,A,Não Classificados,Not Classified,7,
534,908848,UCAA,CERRADINHO ACUCAR ETANOL E ENERGIA S.A.,CERRADINHOEN,47062997000178,1,,31/12/9999,A,Não Classificados,Not Classified,7,
535,26522,CERR,CERRADINHO BIOENERGIA S.A.,CERRADINHO,8322396000103,8,,17/03/2023,A,Não Classificados,Not Classified,1,
536,2577,CESP,CESP - CIA ENERGETICA DE SAO PAULO,CESP,60933603000178,8,,01/03/2023,A,Não Classificados,Not Classified,1,
537,902452,CTRL,CETREL S/A,CETREL,14414973000181,1,,31/12/9999,A,Não Classificados,Not Classified,7,
538,911495,CGDE,CGD EMPREENDIMENTOS S.A.,CGD EMPREEND,5368250000100,99,,31/12/9999,A,Não Classificados,Not Classified,7,
539,901835,CHPA,CHAPADA DO PIAUI  I  HOLDING S.A.,CHAPADAI,20512213000100,1,,31/12/9999,A,Não Classificados,Not Classified,7,
540,901827,CHBR,CHB-COMPANHIA HIPOTECARIA BRASILEIRA,CHBCH,10694628000198,1,,31/12/9999,A,Não Classificados,Not Classified,7,
541,917675,CHMB,CHEMBRO QUIMICA S/A,CHEMBRO QUIM,3264294000157,99,,31/12/9999,A,Não Classificados,Not Classified,7,
542,911362,CHTE,CHIMARRÃO TRANSMISSORA DE ENERGIA S.A.,CHIMARRAOENE,32398119000150,99,,31/12/9999,A,Não Classificados,Not Classified,7,
543,909788,BICB,CHINA CONSTRUCTION BANK (BRASIL) BCO MULTIPLO S.A.,CCBBM,7450604000189,1,,31/12/9999,A,Bancos,Banks,7,
544,912543,CIEI,CI 004 EMPREENDIMENTOS IMOBILIARIOS LTDA,CI 004 EMPR,33951663000140,1,,31/12/9999,A,Não Classificados,Not Classified,7,
545,502480,ARAM,CIA AGROPECUARIA DO ARAME,AGROP ARAME,8982878000181,7,,31/12/2009,A,Não Classificados,Not Classified,6,MB
546,14826,PCAR,CIA BRASILEIRA DE DISTRIBUICAO,P.ACUCAR-CBD,47508411000156,18,,04/04/1995,A,Alimentos,Food Retailers,1,NM
547,16861,CASN,CIA CATARINENSE DE AGUAS E SANEAM.-CASAN,CASAN,82508433000117,1,,04/05/1998,A,Água e Saneamento,Water Utilities,1,
548,21393,GPAR,CIA CELG DE PARTICIPACOES - CELGPAR,CELGPAR,8560444000193,1,,14/03/2008,A,Energia Elétrica,Electric Utilities,1,
549,514217,FTSA,CIA DE FIACAO E TECIDOS SANTO ANTONIO,FIAC S ANTON,25582727000155,7,,06/08/2010,A,Não Classificados,Not Classified,6,MB
550,16616,CEGR,CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG,CEG,33938119000169,1,,17/11/1997,A,Gás,Gas Utilities,1,
551,14524,CEEB,CIA ELETRICIDADE EST. DA BAHIA - COELBA,COELBA,15139629000194,1,,28/07/1994,A,Energia Elétrica,Electric Utilities,1,
552,14451,CEBR,CIA ENERGETICA DE BRASILIA,CEB,70698000111,1,,04/07/1994,A,Energia Elétrica,Electric Utilities,1,
553,2453,CMIG,CIA ENERGETICA DE MINAS GERAIS - CEMIG,CEMIG,17155730000164,16,,14/01/1972,A,Energia Elétrica,Electric Utilities,1,N1
554,14362,CEPE,CIA ENERGETICA DE PERNAMBUCO - CELPE,CELPE,10835932000108,1,,05/05/1998,A,Energia Elétrica,Electric Utilities,1,
555,14869,COCE,CIA ENERGETICA DO CEARA - COELCE,COELCE,7047251000170,1,,18/07/1995,A,Energia Elétrica,Electric Utilities,1,
556,18139,CSRN,CIA ENERGETICA DO RIO GDE NORTE - COSERN,COSERN,8324196000181,1,,04/01/1999,A,Energia Elétrica,Electric Utilities,1,
557,20648,CEED,CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,CEEE-D,8467115000100,1,,06/09/2010,A,Energia Elétrica,Electric Utilities,1,
558,27154,CGEE,CIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA-CEEE-G,CEEE-G,39881421000104,1,,30/03/2023,A,Energia Elétrica,Electric Utilities,1,
559,3204,EEEL,CIA ESTADUAL DE TRANSMISSÃO DE ENER. ELET-CEEE-T,CEEE-T,92715812000131,1,,06/09/2010,A,Energia Elétrica,Electric Utilities,1,
560,3069,FESA,CIA FERRO LIGAS DA BAHIA - FERBASA,FERBASA,15141799000103,16,,15/10/1970,A,Siderurgia,Steel,1,N1
561,3077,CEDO,CIA FIACAO TECIDOS CEDRO CACHOEIRA,CEDRO,17245234000100,16,,14/05/1981,A,Fios e Tecidos,Fabric. Thread and Fibers,1,N1
562,15636,CGAS,CIA GAS DE SAO PAULO - COMGAS,COMGAS,61856571000117,1,,27/08/1997,A,Gás,Gas Utilities,1,
563,913590,CTGE,CIA GERAÇÃO E TRANSMISSÃO DE ENERG ELETR SUL DO BR,CGTELETROSUL,2016507000169,1,,31/12/9999,A,Não Classificados,Not Classified,7,
564,3298,HBTS,CIA HABITASUL DE PARTICIPACOES,HABITASUL,87762563000103,1,,03/09/1984,A,Exploração de Imóveis,Real Estate,1,
565,3328,CHSF,CIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF,CHESF,33541368000116,8,,01/03/2023,A,Não Classificados,Not Classified,1,
566,3395,CATA,CIA INDUSTRIAL CATAGUASES,IND CATAGUAS,19526748000150,1,,14/02/1974,A,Fios e Tecidos,Fabric. Thread and Fibers,1,
567,22691,LCAM,CIA LOCAÇÃO DAS AMÉRICAS,LOCAMERICA,10215988000160,8,,01/03/2023,A,Aluguel de carros,Car rental,1,
568,3654,MSPA,CIA MELHORAMENTOS DE SAO PAULO,MELHOR SP,60730348000166,1,,08/08/1910,A,Papel e Celulose,Pulp and Paper,1,
569,14311,CPLE,CIA PARANAENSE DE ENERGIA - COPEL,COPEL,76483817000120,17,,04/04/1994,A,Energia Elétrica,Electric Utilities,1,N2
570,18708,PEAB,CIA PARTICIPACOES ALIANCA DA BAHIA,PAR AL BAHIA,1938783000111,1,,27/07/2000,A,Holdings Diversificadas,Holdings - Diversified,1,
571,3824,PALF,CIA PAULISTA DE FORCA E LUZ,PAUL F LUZ,33050196000188,1,,10/01/1913,A,Energia Elétrica,Electric Utilities,1,
572,19275,CPFP,CIA PIRATININGA DE FORCA E LUZ,CPFL PIRATIN,4172213000151,1,,18/04/2002,A,Energia Elétrica,Electric Utilities,1,
573,16748,RSAN,CIA RIOGRANDENSE DE SANEAMENTO,CORSAN,92802784000190,8,,01/03/2023,A,Não Classificados,Not Classified,1,
574,14443,SBSP,CIA SANEAMENTO BASICO EST SAO PAULO,SABESP,43776517000180,18,,21/05/1997,A,Água e Saneamento,Water Utilities,1,NM
575,19445,CSMG,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,COPASA,17281106000103,18,,06/02/2006,A,Água e Saneamento,Water Utilities,1,NM
576,18627,SAPR,CIA SANEAMENTO DO PARANA - SANEPAR,SANEPAR,76484013000145,17,,02/05/2002,A,Água e Saneamento,Water Utilities,1,N2
577,913632,VERL,CIA SEC DE CRÉDITOS FINANCEIROS VERT-LEVE CAPITAL,VERT-LEVECAP,36699688000197,99,,02/02/2022,A,Não Classificados,Not Classified,7,
578,916569,CSVO,CIA SEC DE CRÉDITOS FINANCEIROS VOLCANO II,VOLCANO II,39615622000160,99,,06/01/2022,A,Não Classificados,Not Classified,7,
579,913699,CRCG,CIA SECURIT. DE CRÉDITOS FINA. CARTOES CONSIG. II,CIASECURIT,35522178000187,1,,31/12/9999,A,Não Classificados,Not Classified,7,
580,913442,CRFN,CIA SECURITIZ. DE CRÉDITOS FINANCEIROS VERT PROVI,VERT PROVI,34469625000119,1,,31/12/9999,A,Não Classificados,Not Classified,7,
581,24147,SCCC,CIA SECURITIZADORA CRÉD. FINANC. CONSIGNADOS BMG,CIA SEC BMG,27137879000174,8,,01/03/2023,A,Não Classificados,Not Classified,1,
582,912485,SCVR,CIA SECURITIZADORA DE CREDITOS FINANCEIROS VERT 2,CIASECVERT 2,34354458000160,1,,31/12/9999,A,Não Classificados,Not Classified,7,
583,917625,5VRT,CIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT 5,CIA VERT5,37368315000104,99,,31/12/9999,A,Não Classificados,Not Classified,7,
584,3115,CSAB,CIA SEGUROS ALIANCA DA BAHIA,SEG AL BAHIA,15144017000190,1,,09/06/1981,A,Seguradoras,Insurance,1,
585,4030,CSNA,CIA SIDERURGICA NACIONAL,SID NACIONAL,33042730000104,1,,22/07/1993,A,Siderurgia,Steel,1,
586,3158,CTNM,CIA TECIDOS NORTE DE MINAS COTEMINAS,COTEMINAS,22677520000176,1,,14/02/1992,A,Fios e Tecidos,Fabric. Thread and Fibers,1,
587,4081,CTSA,CIA TECIDOS SANTANENSE,SANTANENSE,21255567000189,1,,01/08/1980,A,Fios e Tecidos,Fabric. Thread and Fibers,1,
588,901843,CIBP,CIBE ENERGIA E PARTICIPACOES S. A.,CIBE,9376471000173,1,,31/12/9999,A,Não Classificados,Not Classified,7,
589,917453,CFRT,CIBRAFERTIL CIA BRASILEIRA DE FERTILIZANTES,CIBRAFERTILI,117842000128,99,,31/12/9999,A,Não Classificados,Not Classified,7,
590,26921,CCLS,CICLUS AMBIENTAL DO BRASIL S.A.,CICLUS AMBIE,10319900000150,8,,01/03/2023,A,Água e Saneamento,Water Utilities,1,
591,901611,CDDN,CIDADANIA PARTICIPACOES S.A.,CIDADANIA,23643683000109,1,,31/12/9999,A,Não Classificados,Not Classified,7,
592,915579,CMRV,CIDADE MARAVILHOSA IND. E COM. DE ROUPAS S.A.,CIDADE MARAV,9611669000194,1,,31/12/9999,A,Não Classificados,Not Classified,7,
593,21733,CIEL,CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO,CIELO,1027058000191,18,,25/06/2009,A,Serviços Financeiros Diversos,Diversified Financial Services,1,NM
594,902353,CSCS,CIFRA S/A CREDITO FINANCIAMENTO E INVESTIMENTO,CIFRACFI,8030215000167,1,,31/12/9999,A,Não Classificados,Not Classified,7,
595,901850,CIMA,CIMAR - CIMENTOS DO MARANHAO S.A.,CIMAR,15129010000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
596,912345,CIME,CIMED INDUSTRIA S.A.,CIMED INDUST,2814497000107,99,,31/12/9999,A,Não Classificados,Not Classified,7,
597,14818,CMSA,CIMS S.A.,CIMS,272185000193,1,,14/03/1995,A,Outros,Others,1,
598,901868,CINL,CINEL ALIMENTOS COM IMP EXP SA,CINEL,12105844000186,1,,31/12/9999,A,Não Classificados,Not Classified,7,
599,901876,CIPS,CIPASA DESENVOLVIMENTO URBANO S/A,CIPASA,5262743000153,1,,31/12/9999,A,Não Classificados,Not Classified,7,
600,917495,CIH2,CIRANDA I HOLDING 2 S.A.,CIRANDA I HO,41862766000162,99,,31/12/9999,A,Não Classificados,Not Classified,7,
601,917525,CIHI,CIRANDA I HOLDING S.A.,CIRANDAIHO,40689707000171,99,,31/12/9999,A,Não Classificados,Not Classified,7,
602,916957,CHDD,CIRANDA II HOLDING 2 S.A.,CIRANDA II,41643306000143,99,,31/12/9999,A,Não Classificados,Not Classified,7,
603,915462,CIIH,CIRANDA II HOLDING S.A.,CIRANDAIIHOL,40689824000135,1,,31/12/9999,A,Não Classificados,Not Classified,7,
604,916791,CLRJ,CL RJ 012 EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,CLRJ012 EMPR,43978542000146,99,,31/12/9999,A,Não Classificados,Not Classified,7,
605,917477,CLCA,CL&AM CAPITAL FOR TECHNOLOGY AND IOT DO BRASIL S.A,CLAM CAPITAL,40146898000125,99,,31/12/9999,A,Não Classificados,Not Classified,7,
606,901942,CLRN,CLARINDO PARTICIPACOES E INVESTIMENTOS S/A,CLARINDOPART,27411676000124,1,,31/12/9999,A,Não Classificados,Not Classified,7,
607,909754,BCPS,CLARO S.A.,CLAROSA,40432544000147,1,,31/12/9999,A,Não Classificados,Not Classified,7,
608,26093,CLSA,CLEAR SALE S.A.,CLEARSALE,3802115000198,18,,28/07/2021,A,Serviços Financeiros Diversos,Diversified Financial Services,1,NM
609,917565,CLIS,CLI SUL S.A.,CLI SUL S.A.,43514079000181,99,,31/12/9999,A,Não Classificados,Not Classified,7,
610,902593,DFNG,CLINICA DELFIN GONZALEZ MIRANDA S.A.,CLINICADELFI,16047490000111,1,,31/12/9999,A,Não Classificados,Not Classified,7,
611,917631,CLBH,CLINICAS BRASIL HOLDING SA,CLINICAS BRA,23670693000125,99,,31/12/9999,A,Não Classificados,Not Classified,7,
612,917195,CLRE,CLIQUE RETIRE TECNOLOGIA E LOGISTICA S.A.,CLIQUERETIRE,27609855000170,99,,31/12/9999,A,Não Classificados,Not Classified,7,
613,25682,VVEO,CM HOSPITALAR S.A.,VIVEO,12420164000157,18,,05/08/2021,A,Medicamentos e Outros Produtos,Pharmaceutical and Others Products,1,NM
614,902106,CODE,CODEME  ENGENHARIA S/A,CODEME,16521601000180,1,,31/12/9999,A,Não Classificados,Not Classified,7,
615,17973,COGN,COGNA EDUCAÇÃO S.A.,COGNA ON,2800026000140,18,,19/07/2007,A,Serviços Educacionais,Education Services,1,NM
616,909150,VMSA,COLEGIO VIMASA S.A,VIMASA,19213316000190,1,,31/12/9999,A,Não Classificados,Not Classified,7,
617,913210,CLNS,COLINAS TRANSMISSORA DE ENERGIA ELÉTRICA S/A,COLINAS ENER,31326856000185,1,,31/12/9999,A,Não Classificados,Not Classified,7,
618,915223,CLAG,COLOMBO AGROINDÚSTRIA S/A,COLOMBO AGRO,44330975000153,1,,31/12/9999,A,Não Classificados,Not Classified,7,
619,901926,CLND,COLUMBIA DO NORDESTE S/A,COLUMBIA,13332013000100,1,,31/12/9999,A,Não Classificados,Not Classified,7,
620,26280,COMR,COMERC PARTICIPACOES S.A.,COMERC PAR,25369840000157,1,,09/11/2021,A,Energia Elétrica,Electric Utilities,1,
621,902668,DPAS,COMERCIAL AUTOMOTIVA S/A,COMERCIALSA,45987005000198,1,,31/12/9999,A,Não Classificados,Not Classified,7,
622,901793,CFRI,COMFRIO SOLUCOES LOGISTICAS S.  A.,COMFRIO,1413969000157,1,,31/12/9999,A,Não Classificados,Not Classified,7,
623,901462,CAES,COMPANHIA ADMINISTRADORA DE EMPREENDIMENTOS E SERV,CIASERVICOS,7878951000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
624,904581,JCRZ,COMPANHIA AGRICOLA USINA JACAREZINHO,CIAJACAREZIN,61231478000117,1,,31/12/9999,A,Não Classificados,Not Classified,7,
625,915876,ITPE,COMPANHIA AGUAS DE ITAPEMA,AGUASDEITAPE,6220197000150,1,,31/12/9999,A,Não Classificados,Not Classified,7,
626,900522,BAUE,COMPANHIA BAUER RJ -  ATIVIDADES AGROPECUARIAS E P,BAUERRJ,8183208000103,1,,31/12/9999,A,Não Classificados,Not Classified,7,
